Title,Note,URL,Comment
Palm Beach At Moody Gardens,,https://www.google.com/maps/place/Palm+Beach+At+Moody+Gardens/data=!4m2!3m1!1s0x863f9c57cfd58e63:0x1b595702b349c602,
Contemporary Arts Museum Houston,,https://www.google.com/maps/place/Contemporary+Arts+Museum+Houston/data=!4m2!3m1!1s0x8640bf7f7976bc19:0x3edde92672b430f1,
"The Museum of Fine Arts, Houston",Usually free on thursdays,"https://www.google.com/maps/place/The+Museum+of+Fine+Arts,+Houston/data=!4m2!3m1!1s0x8640bf7f4f901e4b:0xb26d37a71c9ca53d",
Shankz Mini Golf & VR,,https://www.google.com/maps/place/Shankz+Mini+Golf+%26+VR/data=!4m2!3m1!1s0x864737385be0b7f5:0x8f8fc583cf762e3c,
Speedy's Fast Track,,https://www.google.com/maps/place/Speedy's+Fast+Track/data=!4m2!3m1!1s0x8640c5d54e0e1e09:0xcc0e26d2699f9ca7,
POST Houston,,https://www.google.com/maps/place/POST+Houston/data=!4m2!3m1!1s0x8640bf3199eb6701:0xfa61282156ede0af,
Glyderz Scooter & Bike Rentals,,https://www.google.com/maps/place/Glyderz+Scooter+%26+Bike+Rentals/data=!4m2!3m1!1s0x8640bff7c2ea039f:0x52ed774f5b83e618,
Houston Grand Prix,,https://www.google.com/maps/place/Houston+Grand+Prix/data=!4m2!3m1!1s0x8640b12c71267139:0xfe9f54a909e7c1b7,
Electric Gamebox - Woodlands Mall,,https://www.google.com/maps/place/Electric+Gamebox+-+Woodlands+Mall/data=!4m2!3m1!1s0x86473708a4a566b7:0xd606f4f228bb2f90,
Funcity Sk8,,https://www.google.com/maps/place/Funcity+Sk8/data=!4m2!3m1!1s0x86409c858b1c7077:0x891c5c8d5d25047d,
Loft18,,https://www.google.com/maps/place/Loft18/data=!4m2!3m1!1s0x8640bfa9b18793dd:0x910dafaa853da92c,
La La Land Kind Cafe,,https://www.google.com/maps/place/La+La+Land+Kind+Cafe/data=!4m2!3m1!1s0x8640c7906a002947:0x46865ac8c9d62d75,
Riva Row Boat House,,https://www.google.com/maps/place/Riva+Row+Boat+House/data=!4m2!3m1!1s0x864736b8103b6aa1:0xed16de781a9fbb3c,
Art & Vibez Lounge,,https://www.google.com/maps/place/Art+%26+Vibez+Lounge/data=!4m2!3m1!1s0x8640cd243f705acb:0xa52560ba2d049a99,
Love & Make,,https://www.google.com/maps/place/Love+%26+Make/data=!4m2!3m1!1s0x8640e9d2c303ffff:0x643859838af78756,
Kemah Boardwalk,,https://www.google.com/maps/place/Kemah+Boardwalk/data=!4m2!3m1!1s0x863f6302909a68fb:0x30a8c580ef2a10bb,
Cidercade Houston,,https://www.google.com/maps/place/Cidercade+Houston/data=!4m2!3m1!1s0x8640bf10bebed1df:0x6a5eb948b4e84877,
Andretti Karting and Games – Katy,,https://www.google.com/maps/place/Andretti+Karting+and+Games+%E2%80%93+Katy/data=!4m2!3m1!1s0x864127a3c79d3e9d:0x8f1bb71ea71e4644,
Texas Rock Gym,,https://www.google.com/maps/place/Texas+Rock+Gym/data=!4m2!3m1!1s0x8640c45bc0c53e8b:0xc9a381e0e2bf798e,
Magical Winter Lights,,https://www.google.com/maps/place/Magical+Winter+Lights/data=!4m2!3m1!1s0x8640ce41e27265e1:0x6403c31c62a88b33,
Gangnam Spa Healing Paradise,,https://www.google.com/maps/place/Gangnam+Spa+Healing+Paradise/data=!4m2!3m1!1s0x8640d9f56310279d:0x3a2a4af5c38f9830,
Battlefield Houston,,https://www.google.com/maps/place/Battlefield+Houston/data=!4m2!3m1!1s0x8640d072fca62bdb:0x8c0e80a31699b564,
Houston Premium Outlets,,https://www.google.com/maps/place/Houston+Premium+Outlets/data=!4m2!3m1!1s0x8640d5b9963b133b:0xd4db799597b8a71c,
MoonStruck Drive-In,,https://www.google.com/maps/place/MoonStruck+Drive-In/data=!4m2!3m1!1s0x8640bfde505b9713:0x23e3124b6cfa3112,
Rooftop Cinema Club Uptown,,https://www.google.com/maps/place/Rooftop+Cinema+Club+Uptown/data=!4m2!3m1!1s0x8640c176a2340f1f:0x7f9871978eda64ca,
Buffalo Bayou Brewing Co,,https://www.google.com/maps/place/Buffalo+Bayou+Brewing+Co/data=!4m2!3m1!1s0x8640b92514471bf3:0xd7a929c1190e4cb1,
Lake Houston Wilderness Park,,https://www.google.com/maps/place/Lake+Houston+Wilderness+Park/data=!4m2!3m1!1s0x864753dedb5b5297:0x69ca2a6d73c8a87,
Color Factory Houston,,https://www.google.com/maps/place/Color+Factory+Houston/data=!4m2!3m1!1s0x8640c1b229e6b17f:0x9bfe17c7f1bd41aa,
Palace Social,,https://www.google.com/maps/place/Palace+Social/data=!4m2!3m1!1s0x8640c1c4f50ca22f:0x5eb91285b5c58b8b,
Balmoral Crystal Clear Lagoon & Beach Club,,https://www.google.com/maps/place/Balmoral+Crystal+Clear+Lagoon+%26+Beach+Club/data=!4m2!3m1!1s0x8640ae12e2686e37:0x66b4aff20e98be87,
"K1 Speed - Indoor Go Karts, Corporate Event Venue, Team Building Activities",,"https://www.google.com/maps/place/K1+Speed+-+Indoor+Go+Karts,+Corporate+Event+Venue,+Team+Building+Activities/data=!4m2!3m1!1s0x8640cfedf12004d5:0x67543fb345432c99",
Holman Draft Hall,,https://www.google.com/maps/place/Holman+Draft+Hall/data=!4m2!3m1!1s0x8640bf6e5954d32f:0x33cb3a39167a393e,
Tantrums LLC,,https://www.google.com/maps/place/Tantrums+LLC/data=!4m2!3m1!1s0x8640c68872fe208f:0x28e659e92368c8ad,
Houston Funplex,,https://www.google.com/maps/place/Houston+Funplex/data=!4m2!3m1!1s0x8640ddeb31c63827:0xdb3c67eda26fc34d,
McGovern Centennial Gardens,,https://www.google.com/maps/place/McGovern+Centennial+Gardens/data=!4m2!3m1!1s0x8640bf83c2999a2b:0x72674fe61ff48317,
The Health Museum,,https://www.google.com/maps/place/The+Health+Museum/data=!4m2!3m1!1s0x8640bf839e2a7d1b:0x74657679f11c41c1,
Gerald D. Hines Waterwall Park,,https://www.google.com/maps/place/Gerald+D.+Hines+Waterwall+Park/data=!4m2!3m1!1s0x8640c16de81f3ca5:0xf43e0b60ae539ac9,
Buffalo Bayou Park,,https://www.google.com/maps/place/Buffalo+Bayou+Park/data=!4m2!3m1!1s0x8640c0a826da32fb:0x105a403e8ca4707e,
Seismique,,https://www.google.com/maps/place/Seismique/data=!4m2!3m1!1s0x8640ddaa6b66deaf:0xd9632295e6bfc695,
Bayou Place,,https://www.google.com/maps/place/Bayou+Place/data=!4m2!3m1!1s0x8640bf30b3d9439b:0x6ab28ba9dfb565e7,
House of Blues Houston,,https://www.google.com/maps/place/House+of+Blues+Houston/data=!4m2!3m1!1s0x8640bf3cebd10095:0x878ee26dfabf0dd1,
